Head,Tail,Relations
4617,7790,301
4618,8903,199
4618,4060,204
4618,2146,249
4620,8762,94
4620,3340,192
4620,2990,199
4620,2288,240
4620,8324,241
4620,2130,249
4620,3542,323
4620,2901,324
4621,8183,140
4621,8177,274
4622,580,233
4622,2788,234
4622,6555,237
4622,697,238
4624,6761,303
4627,1663,16
4627,8197,140
4627,3211,273
4627,8200,274
4629,4468,27
4629,4459,28
4629,2799,83
4629,8762,94
4630,8176,140 274
4632,8121,213
4633,5102,239
4633,4797,289
4634,130,289
4635,7440,90
4636,5720,2
4636,3740,3 4 6
4637,6978,300
4637,8342,301
4638,4905,165
4639,5102,239
4639,7022,262 267
4639,6022,268
4642,6446,213
4642,1580,249
4643,4905,165
4644,8014,80
4646,6953,236
4647,1533,236
4648,8396,236
4649,1533,236
4650,1533,236
4657,4894,165
4662,7902,303
4663,8611,289
4668,130,289
4669,2704,6
4670,7208,300
4670,4556,301
4671,7202,300
4671,6566,301
4672,8762,94
4672,4050,204
4672,3190,207
4672,7524,211
4672,1069,212
4673,1440,86
4673,6531,87
4673,4758,285
4674,6145,86
4674,6531,87
4674,4058,204
4674,4799,285
4675,1694,136 137
4676,6869,140 274
4677,2121,320
4678,5416,1
4678,5639,2
4678,3740,4 3
4678,2704,6
4679,1681,136 137
4679,1684,138
4680,102,12 311
4681,7294,213
4681,3453,249
4682,1869,165
4683,1869,165
4684,4894,165
4686,8765,94
4686,7168,199
4686,4010,204
4686,6627,249
4688,5725,2
4688,3740,3 6
4688,2121,320
4690,1714,136 137
4692,8849,72
4692,3703,74
4692,4068,81
4693,5443,2
4693,3740,3 4
4693,2121,320
4694,5488,2
4694,2704,3 6
4694,3740,4
4696,3306,192
4696,5524,218
4696,2391,243
4696,3453,249
4697,5450,1
4697,5401,2
4697,2704,3 4
4697,3740,6
4697,923,280
4697,2121,320
4698,5357,1
4698,5365,2
4698,3740,3 6
4698,2704,4
4698,923,280
4698,2121,320
4699,5487,2
4699,3740,3
4699,2704,6
4699,923,280
4699,2121,320
4700,3740,3
4700,923,280
4700,6092,281
4702,1074,221
4703,8175,140
4703,3387,244
4704,5651,2
4704,3740,3 6
4704,2704,4
4708,3642,29
4708,4459,31
4711,1742,300
4711,3455,301
4712,1747,90
4713,4165,204
4713,2437,249
4713,1512,283
4715,5402,2
4715,3740,3
4715,2704,6
4715,2931,280
4715,2121,320
4716,3740,3
4716,5980,280
4716,3260,281
4717,3740,3
4718,7642,126
4720,8737,289
4721,5718,2
4721,3740,3 6
4721,4965,84
4721,8543,280
4722,5700,2
4722,2704,6
4722,2121,320
4726,3740,3
4726,2704,6
4727,5655,2
4727,3740,3
4727,2704,6
4727,2121,320
4729,5641,2
4729,3740,3 6
4729,8543,280
4729,2121,320
4730,3740,3
4731,7185,300
4731,4549,301
4732,1506,300
4732,8329,301
4735,959,8
4735,2769,9
4735,3290,83
4735,1522,299
4736,3740,3
4736,581,280
4736,2797,281
4738,5184,303
4739,9202,303
4740,3182,117
4740,6998,257
4740,367,258 118
4740,6960,262
4741,7371,309
4742,4742,107 433
4742,9135,108
4743,4672,90
4744,4791,289
4744,5198,290
4745,5595,2
4745,3740,3 6
4748,5733,1
4748,5642,2
4748,3740,4 6 3
4749,3244,92
4749,3496,93
4750,130,289
4752,8846,166
4754,3740,3 6
4759,3740,3 6
4760,2010,90
4763,5738,2
4763,3740,6 3
4765,5184,303
4767,7961,308
4768,5102,239
4768,130,289
4769,3301,127
4769,1717,136 137
4771,5734,2
4771,3740,6 3
4772,4739,300
4772,9202,301
4773,5663,2
4773,3740,6 3
4774,1869,165
4776,2540,117
4776,2084,118 258 590
4776,7000,257 262
4777,1691,136 137
4778,1869,165
4779,305,81
4779,7908,250
4779,6605,300
4779,3191,301
4780,5447,1 2
4780,2704,3 4 6
4781,130,289
4783,5547,12 311
4784,5495,2
4784,2704,3 6 4
4784,2121,320
4785,5174,122
4785,1676,126
4786,2846,12
4786,3332,73
4786,4827,77
4787,172,117
4787,6960,262
4788,3854,300
4788,4992,301
4789,3740,3
4790,7021,262
4790,6998,267
4791,228,291
4792,2867,291
4793,675,291
4794,3824,291
4795,1468,291 288
4796,660,291
4797,4924,288
4798,1869,165
4799,5375,1
4799,5606,2
4799,3740,3 4
4799,2704,6
4800,3645,29
4800,4821,31
4801,1507,126
4802,2121,320
4803,2704,6
4803,2121,320
4804,164,236
4807,1702,136 137
4812,5992,29
4812,4459,31
4823,2458,35
4824,1747,90
4826,6583,255 262
4829,3740,3
4829,290,280
4829,5094,281
4832,130,289
4832,2544,290
4833,3087,136 137
4835,4840,313
4838,5872,300
4838,8233,301
4839,6405,90
4842,2519,90
4845,998,12
4846,1683,136 137
4848,8795,92
4848,311,93
4852,6104,289
4852,1871,290
4853,2977,117
4853,7109,262
4854,4991,303
4855,673,161
4857,8305,303
4859,130,289
4860,8305,303
4861,1286,165
4862,8174,140
4862,8173,274
4863,4905,165
4864,8385,161
4867,3740,3
4867,5945,280
4867,2966,281
4868,3740,3
4868,7862,280
4868,4673,281
4868,2121,320
4869,130,289
4870,6956,303
4871,3214,300
4871,6763,301
4872,5447,1 2
4872,2704,3 6 4
4873,3740,3
4873,4883,280
4873,4674,281
4874,2704,3
4874,4410,280
4874,4330,281
4875,2304,273
4875,7703,274 140
4876,1338,236
4877,5623,2
4877,3740,3 4 6
4880,5535,236
4882,392,250
4882,6592,300
4882,7853,301
4883,6314,282
4883,9057,283
4884,8305,303
4886,1460,300
4886,6800,301
4887,1702,136 137
4890,4905,165
4891,8660,161
4892,2121,320
4893,3671,250
4896,1663,16
4896,8188,140
4897,3740,3
4897,2704,6
4897,2121,320
4898,8186,140
4898,8183,274
4899,8401,236
4900,3345,66
4902,7187,300
4902,4809,301
4904,5384,2
4904,2704,6
4906,4177,204
4908,861,236
4909,7242,300
4909,4808,301
4910,4987,313
4911,4710,233
4911,1190,234
4912,5469,2
4912,3740,3
4913,6405,90
4913,5210,159
4914,7569,185
4917,1730,117
4917,630,118 258
4917,7014,257 262
4918,8174,140
4918,8197,274 611
4919,3740,3
4920,1035,81
4920,620,311
4921,8762,94
4921,6071,192
4921,8497,213
4921,3542,323
4922,5376,2
4922,5945,280
4922,995,281
4924,3610,249
4924,130,289
4924,2340,290
4925,4797,289
4925,7530,290
4926,6521,300
4926,4550,301
4927,1869,165
4928,4847,81
4930,5602,2
4930,3740,6 3
4931,8413,289
4931,763,290 616
4933,3740,3
4937,478,159
4938,8397,236
4939,3477,300
4939,3498,301
4941,1846,300
4941,4251,301
4942,5408,2
4942,3740,3
4943,7097,216
4943,2849,307
4944,8863,92
4944,2916,93
4945,3306,192
4945,7763,213
4945,1729,240
4945,8326,241
4945,2158,242
4945,1140,243
4945,5123,249
4945,3542,323
4946,3082,136 137 450
4947,3186,207
4947,8210,211
4947,1070,212
4948,1663,16
4948,8189,140
4949,3740,3
4950,6190,199
4950,7689,213
4950,5814,240
4950,7870,249
4951,3740,3 6
4952,5354,2
4952,2121,320
4953,2538,83
4953,4193,204
4953,4198,299
4953,3542,323
4956,1211,136 137
4957,5735,2
4957,3740,3
4958,3646,29
4958,3987,31
4959,5253,1 2
4959,2704,6 4
4959,2121,320
4960,1851,300
4960,8246,301
4960,4424,302
4961,8396,236
4962,447,130
4962,3301,131
4962,1211,136 137
4963,6777,16
4963,6706,41
4963,8175,140
4964,621,83
4964,7929,249
4964,3542,323
4966,1286,165
4970,8762,94
4970,6357,192
4970,2057,199
4970,4201,204
4970,3453,249
4971,130,289
4972,2228,303
4973,7771,300
4973,4005,301
4974,2524,12
4975,1674,136 137
4976,262,166
4977,130,289
4977,2214,290
4979,4587,303
4980,1393,303
4981,3332,83
4981,3267,199
4982,5399,1
4982,2704,6
4984,4246,313
5002,861,236
5003,4905,165
5004,130,289
5004,7121,290
5005,1869,165
5006,3740,3
5007,5661,2
5007,3740,3 6
5007,2704,4
5009,3082,136 137
5010,3055,136 137
5011,3793,313
5012,3677,300
5012,3624,301
5013,8194,140
5014,7521,52
5014,7248,55
5015,8611,289
5016,6201,12
5016,2514,311
5019,130,289
5019,3251,290
5022,3063,136 137
5023,1286,165
5026,4152,204
5026,130,289
5026,6513,290
5027,5668,2
5027,3740,3 6
5028,5543,86
5028,1784,87
5028,1585,116
5028,10,263
5028,1510,264
5029,447,130
5029,3304,131
5029,1685,136 137
5031,1869,165
5032,4595,300
5032,5815,301
5034,7257,300
5034,3473,301
5035,5459,2
5035,3740,6 3
5036,3826,88
5036,4152,204
5036,130,289
5036,6513,290
5037,1174,249
5037,3542,323
5038,2753,83
5038,8762,94
5038,2009,192
5038,1656,199
5038,4145,204
5038,5026,240
5038,5102,241
5038,6629,249
5038,7704,324
5039,5102,239
5039,130,289
5039,2183,290
5040,8111,117 611
5040,6583,255
5040,7110,262
5041,8828,92
5041,2426,93
5043,1897,313
5045,4814,81
5046,1026,8
5046,2769,9
5046,4198,299
5047,3188,207
5047,3762,213
5048,2668,83
5048,8762,94
5048,3491,213
5048,4080,240
5048,2823,241
5048,2130,249
5048,3542,323
5048,7704,324
5049,278,117
5049,6985,255
5049,7011,262 592
5050,4786,74
5051,3542,323
5052,4905,165
5053,1240,117
5053,6951,262
5054,879,234
5054,616,238
5056,8764,91
5056,5798,92
5056,683,93
5056,62,177
5057,2146,249
5057,3542,323
5058,6901,300
5058,4808,301
5059,2954,199
5059,7290,213
5059,5950,249
5059,3542,323
5060,8762,94
5060,3542,323
5063,3285,117
5063,630,118 258
5063,6945,255
5063,6951,262
5066,5102,239
5066,8151,244
5067,9166,117
5067,6999,262
5070,5497,1
5071,8846,166
5072,2447,83
5072,3542,323
5074,3461,300
5074,8245,301
5075,107,300
5075,4998,301
5076,8762,94
5076,7974,192
5076,8058,199
5076,502,218
5076,306,249
5077,2758,117
5077,2416,118 258
5077,7002,257
5077,7080,262
5078,8111,117
5078,7162,262
5079,2079,303
5080,782,310
5083,4256,303
5084,4259,303
5085,8737,289
5086,1737,303
5087,1722,303
5088,1734,303
5090,1805,74
5090,4734,204
5090,769,249
5092,8345,117
5092,5102,239
5092,6982,262
5093,6455,86
5093,6531,87
5093,1986,285
5094,6773,86
5094,6531,87
5094,1980,284
5094,4756,285
5095,8762,89
5095,4945,90
5096,2728,83
5097,8235,257
5097,630,258
5097,7014,262
5098,3503,117
5098,6971,262
5099,6334,83
5099,5950,249
5100,2519,90
5101,2146,249
5102,6405,245
5102,614,247
5103,1286,165
5104,9106,10
5105,9105,10
5106,7929,249
5107,1792,83
5107,8763,94
5107,4358,192
5107,8375,199
5107,4010,204
5107,9045,213
5107,2146,249
5107,3721,299
5108,2220,199
5108,8422,213
5108,7870,249
5109,130,289
5110,3740,3 4
5110,2121,320
5111,7624,249
5111,3542,323
5113,9040,300
5113,3483,301
5114,4814,81
5115,903,213
5115,3093,249
5115,3542,323
5116,3542,323
5117,5326,218
5117,5025,249
5118,5102,239
5118,130,289
5119,8464,292
5120,1681,136 137
5122,2110,300
5122,8248,301
5122,2101,302
5125,6489,300
5125,3483,301
5127,5132,300
5127,6763,301
5128,7209,90
5130,406,250
5130,6670,300
5130,2279,301
5131,130,289
5132,7902,303
5133,2530,299
5135,4813,77
5136,5838,86
5136,6531,87
5136,7432,125
5136,1210,126
5137,4041,204
5139,6687,300
5139,4268,301
5142,4827,77
5142,4616,250
5143,8144,305
5143,8098,306
5143,5547,311 12
5144,5236,125
5144,3071,126
5144,1745,132
5145,6603,86
5145,6531,87
5145,2856,284
5145,2121,320
5146,4326,90
5147,3984,204
5147,216,310 637
5150,4894,165
5151,2228,303
5152,2754,303
5153,3376,303
5154,2798,303
5155,2754,303
5156,2798,303
5161,4782,40
5161,6731,83
5161,4040,204
5161,8491,299
5166,557,308
5166,374,310 637 628
5173,6944,267 262
5173,1356,268
5174,1708,136 137
5175,5178,29
5175,3970,31
5177,4894,165
5178,3996,27
5178,3987,28
5178,3634,207
5178,1601,213
5183,5989,300
5183,6954,301
5185,4905,165
5186,5582,2
5186,2704,3 6
5187,1286,165
5189,8611,289
5191,3377,86
5191,1784,87
5191,2022,269
5194,7162,267
5194,429,268
5195,130,289
5196,4334,300
5196,4206,301
5197,2704,3
5197,581,280
5197,1597,281
5198,8611,289
5198,229,290
5199,6405,90
5200,6126,303
5201,998,12 311
5202,7388,86 607
5202,6531,87
5202,1980,284
5202,7395,285
5203,8611,289
5204,4894,165
5205,1807,95
5205,2138,122
5205,2897,125
5205,1684,126
5206,2185,125
5206,1701,126
5206,6730,128
5206,889,285
5207,2275,165
5208,1286,165
5209,7305,45
5209,6767,46
5209,4603,47
5211,2121,320
5212,1286,165
5213,2977,117
5213,6985,262
5214,8990,300 640
5214,8378,301
5215,4423,299
5216,4894,165
5217,3141,303
5218,6606,300
5218,3092,301
5220,88,117
5220,6986,262
5222,1663,16
5222,8196,140
5222,2304,273
5222,8010,274
5224,8865,250
5225,2704,3
5227,4569,300
5227,4305,301
5228,3740,3
5228,731,280
5228,1512,281
5229,6959,262
5230,4965,84
5230,2121,320
5231,1286,165
5232,5620,2
5232,3740,3 6
5233,2121,320
5234,1176,117
5234,2461,118 258
5234,8235,257
5234,6946,262
5235,1869,165
5236,2578,136 137
5237,5398,1
5237,3740,3 6
5237,2704,4
5239,8763,89
5239,6405,90
5241,8400,236
5242,2681,18
5245,1869,165
5246,429,86
5246,1784,87
5259,4905,165
5260,4905,165
5261,1869,165
5262,4905,165
5263,1286,165
5264,1286,165
5265,1286,165
5266,1869,165
5267,4905,165
5268,1286,165
5269,1286,165
5270,1869,165
5271,1869,165
5272,1286,165
5273,1286,165
5274,1869,165
5275,4905,165
5276,1286,165
5277,1286,165
5278,4905,165
5279,4905,165
5280,1869,165
5281,1869,165
5282,1869,165
5283,1869,165
5284,1286,165
5285,1286,165
5287,4905,165
5288,1869,165
5289,1869,165
5290,1286,165
5291,1869,165
5292,4905,165
5293,4905,165
5294,4905,165
5295,1286,165
5296,1286,165
5297,1869,165
5298,1869,165
5299,4905,165
5300,1869,165
5301,4905,165
5302,4905,165
5303,4905,165
5304,1869,165
5305,1286,165
5307,1286,165
5308,5842,39 363
5309,1067,97
5309,2516,160
5310,5416,1
5310,5414,2
5310,2704,4 6
5311,7058,300
5311,4660,301
5313,3740,3
5313,4965,84
5313,4312,307
5313,2121,320
5317,7026,255
5317,6997,262
5317,7021,267 257
5317,1426,268
5318,3442,36
5321,1869,165
5322,8383,159
5323,3843,199
5323,1360,213
5323,1592,240
5323,5102,241
5324,3740,3
5325,1869,165
5327,2437,249
5327,8188,283
5328,1334,300
5328,2077,301
5329,8197,140 274
5329,5102,239
5330,8197,140 274
5330,5102,239
5331,6593,300
5331,5833,301
5332,1286,165
5333,6495,300
5333,6793,301
5334,7336,300
5334,6799,301
5337,8233,303
5338,7993,303
5339,6868,303
5340,9063,303
5341,6894,303
5342,6894,303
5344,2568,303
5346,4482,303
5493,4847,81
5493,4093,204
5504,1869,165
5505,1286,165
5506,4905,165
5507,1869,165
5508,1869,165
5509,1869,165
5510,447,130
5510,3304,131
5510,1282,136 137
5511,1956,303
5512,8011,117
5512,2389,118
5512,7075,262
5513,7078,262 267 255
5513,1295,268
5514,7078,262
5515,3740,3
5517,1615,236
5518,3466,300
5518,4997,301
5520,3740,3 6
5522,3189,207
5522,8497,213
5522,3542,323
5525,720,83
5525,3542,323
5526,2486,273
5526,8185,274
5527,6405,90
5528,5575,141
5528,8198,142
5528,595,276
5528,8183,277
5529,1286,165
5530,4202,204
5530,3188,207
5530,155,211
5530,1076,212
5530,6845,213
5531,8762,94
5532,3856,300
5532,3857,301
5534,3740,3
5535,742,233
5535,3332,234
5536,3645,29
5536,4459,31
5537,7982,300
5537,6803,301
5538,5636,1
5538,3740,4 3
5539,6446,213
5540,5939,198
5541,3829,16
5541,7815,17
5543,8237,255
5544,2519,90
5545,8052,234
5545,8793,238
5546,5314,36
5547,3933,310 637
5548,736,249
5548,3542,323
5549,3999,204
5550,278,117
5550,7077,257
5550,1585,258 118
5550,7008,262
5552,9075,117
5552,3010,118
5554,7676,72
5555,662,69
5556,5444,1
5556,3740,3 4 6
5558,4064,219
5558,6106,220
5559,4894,165
5561,4009,204
5562,6583,255
5562,7080,257
5562,2205,258
5564,9126,300
5564,8272,301
5565,8179,140 274
5568,4791,289
5568,2544,290
5569,130,289
5569,4971,290
5570,3652,29
5570,3888,31
5571,3662,29
5571,4459,31
5572,7082,255
5572,7109,257
5572,140,258 118
5572,6969,262
5573,4041,204
5573,4198,299
5574,8175,140
5745,3998,29
5745,3888,31
5746,4225,204
5746,4970,213
5747,162,249
5749,6084,249
5749,3542,323
5750,2026,83
5750,2220,199
5750,4225,204
5750,5950,249
5751,8180,140
5753,4552,303
5754,5950,249
5755,8190,140
5755,7656,280
5755,6869,281
5756,7446,29
5756,3970,31
5757,2704,3
5757,3740,6
5758,3642,29
5758,3970,31
5759,903,213
5759,6679,249
5760,568,83
5761,3797,117
5761,7014,262
5762,7082,262
5762,7110,267
5763,9092,303
5764,3569,35
5764,4021,204
5765,4063,204
5765,3723,232
5767,8198,140
5769,5905,300
5769,5169,301
5772,8240,303
5773,164,236
5774,6908,233
5774,73,234
5774,597,238 562
5775,7013,262
5775,6986,267
5777,130,289
5778,130,289
5779,654,250
5780,8611,289
5781,3188,207
5781,4367,211
5781,1071,212
5781,3542,323
5782,4323,29
5782,3880,31
5783,3829,16
5783,4395,204
5784,3829,16
5784,4156,204
5785,4152,204
5785,4797,289
5786,3638,29
5786,4459,31
5787,2704,3
5787,3740,4
5788,4385,34
5789,1286,165
5790,5557,141
5790,8198,142
5790,8196,143
5790,1758,276
5791,5028,117
5791,7110,262
5791,7001,267
5791,5543,268
5792,4003,204
5793,2703,221
5795,7235,300
5795,2114,301
5796,3557,35
5796,4118,204
5798,7440,90
5799,4905,165
5800,7745,300
5800,4231,301
5805,8345,117
5805,6949,262 267
5805,1305,268
5806,5368,1
5806,5366,2
5806,2704,4 3
5806,3740,6
5807,4533,300
5807,4830,301
5807,864,302 12
5808,7151,262 592
5808,6972,267
5809,130,289
5810,6785,117
5810,1875,118
5810,6987,262
5811,3740,3 6
5812,1869,165
5812,4051,204
5813,57,300
5813,6763,301
5816,5588,2
5816,2704,3 6
5816,2121,320
5819,7127,300
5819,4308,301
5820,1286,165
5821,4905,165
5822,736,249
5823,6407,86
5823,6531,87
5823,2657,285
5824,4087,86
5824,6531,87
5824,6493,284
5824,4170,285
5825,130,289
5826,3212,86
5826,6531,87
5826,6327,125
5826,1670,126
5828,3137,303
5829,2580,126
5829,4679,128
5829,3301,129
5829,5567,285
5830,5647,1
5830,5581,2
5830,3740,3 6
5830,2704,4
5830,5980,280
5830,2121,320
5831,3963,86
5831,6531,87
5831,2512,122
5831,6137,125
5831,1676,126
5834,1184,300
5834,7047,301
5835,5716,2
5835,2704,6
5837,8195,140 274
5839,2519,90
5840,8111,117
5840,3049,118 258
5840,7081,257
5841,7642,136 137
5842,5315,36
5847,1286,165
5848,1869,165
5849,1286,165
5850,4905,165
5851,1869,165
5852,4905,165
5853,1286,165
5854,1286,165
5855,1869,165
5856,1869,165
5857,1869,165
5858,3829,16
5858,7815,17
5863,1869,165
5865,4905,165
5866,1869,165
5867,1869,165
5868,4894,165
5869,4905,165
5870,1286,165
5871,1869,165
5872,8233,303
5873,4152,204
5873,130,289
5873,2955,290
5874,4905,165
5875,1286,165
5876,1286,165
5877,4905,165
5878,1869,165
5879,4905,165
5880,4894,165
5881,1869,165
5882,1869,165
5883,1869,165
5885,4905,165
5886,4905,165
5887,1869,165
5888,1286,165
5889,1286,165
5890,1286,165
5891,4905,165
5892,4905,165
5894,8198,140 274
5895,783,117
5895,7289,118 590
5896,8611,289
5898,4894,165
5899,7375,300
5899,5148,301
5900,7765,300
5900,1825,301
5901,8198,140
5901,8174,274
5904,5169,303
5905,4995,303
5906,4905,165
5907,5087,300
5907,1736,301
5908,8839,92
5908,500,93
5909,6105,117
5909,2393,118
5910,8118,300
5910,8255,301
5912,183,235
5912,8397,236
5913,1662,16
5913,382,17
5913,447,130
5913,3303,131
5913,1690,137 136
5914,3740,3
5915,5474,2
5915,3740,3 6
5915,7666,280
5915,2121,320
5916,4010,204
5917,4323,29
5917,3976,31
5919,8611,289
5920,1680,136 137
5920,1682,138
5921,5169,303
5922,7951,300
5922,7094,301
5922,2855,302
5923,7350,312
5923,6500,313
5925,130,289
5926,1959,303
5927,8090,308
5928,3740,3 6
5929,7209,90
5930,130,289
5931,4894,165
5933,8609,117
5933,6972,255
5933,7076,262
5935,6999,255 262
5936,608,117
5936,3049,118
5936,6968,255 262
5937,4054,204
5937,3188,207
5937,8408,211
5937,1083,212
5937,3542,323
5938,5860,307
5939,8762,94
5939,3692,192
5939,6694,199
5939,4194,204
5939,585,208
5939,1036,209
5939,683,210
5939,496,218
5939,7858,249
5939,5038,324
5940,451,130
5940,3302,131
5940,1713,136 137
5941,3665,29
5941,4459,31
5942,7041,300
5942,4266,301
5943,6343,300
5943,1558,301
5944,6343,300
5944,6771,301
5945,2437,249
5945,987,283
5946,499,199
5946,1360,213
5946,5950,249
5947,4386,34
5948,1286,165
5949,4905,165
5951,6571,249
5951,3151,283
5952,1927,240
5952,5102,241
5952,1057,249
5953,780,161
5954,6031,117
5954,7163,262 267
5954,3017,268
5955,3740,3
5956,4905,165
5958,564,83
5958,3495,249
5958,3542,323
5960,8903,199
5960,391,213
5960,2100,240
5960,5102,241
5960,3515,249
5961,1706,136 137
5962,1860,300
5962,2078,301
5963,4257,303
5964,8156,250
5964,2585,300
5964,4303,301
5965,5383,1
5965,5619,2
5965,3740,4 3
5965,2704,6
5966,3740,3 6
5966,2121,320
5967,5706,2
5967,3740,3 6
5967,2121,320
5968,2121,320
5969,7415,300
5969,6717,301
5970,1286,165
5971,5516,303
5972,8846,166
5973,7078,257
5973,6946,262
5975,8193,140
5975,2338,274 611
5976,3740,3 6
5976,7455,250
5976,2121,320
5977,3740,3 6
5978,1980,282
5978,5094,283
5979,7673,250
5979,8004,300 640
5979,8377,301
5979,3833,302
5980,6571,249
5980,6493,282
5980,4340,283
5981,7234,300
5981,2115,301
5982,1670,136 137
5982,1687,138
5985,8982,303
5986,4219,303
5987,4222,303
5988,1795,205
5989,5000,303
5990,4221,303
5991,190,310 628
5992,4468,27
5992,4459,28
5992,3542,323
5993,8609,117
5993,3012,118 590
5994,1176,117
5994,7077,255 262
5995,3999,204
5997,971,161
5998,5422,1
5998,5474,2
5998,2704,4 6
5998,2121,320
5999,59,234
6000,1663,16
6000,6869,140
6003,8030,300
6003,8254,301
6003,5124,302
6004,3986,233
6004,1190,234
6004,3470,238
6005,5615,2
6005,3740,3 6
6008,6443,303
6009,3829,16
6009,4047,204
6010,8903,199
6010,8734,213
6011,3088,136 137
6012,5458,2
6012,3740,3 6
6013,5684,2
6013,3740,3
6013,2704,6
6013,4965,84
6015,3189,207
6015,8613,211
6015,1084,212
6015,1601,213
6015,3542,323
6016,3368,141
6016,8189,142
6016,8196,143
6016,1876,276
6017,972,249
6018,5607,1
6018,3740,3
6018,2704,4
6020,317,236
6022,6404,250
6022,7022,262 592
6025,5752,141
6025,2384,275
6025,516,276
6025,8199,277
6026,7749,141
6026,8185,142
6026,131,276
6026,8176,277
6027,447,130
6027,1679,136 137
6027,1674,138
6028,8139,303
6029,5833,303
6031,2084,116
6032,6205,141
6032,8181,142
6032,4378,276
6032,8177,277
6033,5553,141
6033,8186,142
6033,2633,276
6033,8184,277
6034,7440,90
6035,6991,262 255
6035,6949,267
6035,7533,268
6038,8488,83
6038,4588,204
6038,4198,299
6039,1286,165
6041,6214,141
6041,8183,142
6041,1595,276
6041,8193,277
6043,4572,300
6043,4999,301
6044,2430,141
6044,2486,275
6044,3769,276
6044,8181,277
6045,6848,300
6045,6771,301
6047,1663,16
6047,8314,17
6048,8187,140 274
6049,2121,320
6050,3383,178
6050,62,180
6051,3186,207
6051,1601,213
6052,3542,323
6054,8762,94
6054,3190,207
6054,43,211
6054,1088,212
6054,5181,213
6055,4282,303
6057,3999,204
6058,8765,94
6058,4050,204
6058,3190,207
6058,3753,213
6059,1771,140
6059,6869,274
6060,6382,310
6062,4127,204
6063,4905,165
6064,7854,192
6064,8216,199
6065,903,213
6066,1282,136 137
6067,1466,136 137
6068,2149,300
6068,8243,301
6069,8195,140
6069,8198,274
6070,7962,300
6070,4557,301
6072,3830,16
6072,7815,17
6073,1676,136 137
6074,130,289
6074,7530,290
6075,1286,165
6076,192,82
6076,913,157
6076,4733,202
6077,6142,300
6077,3094,301
6078,3542,323
6079,810,250
6079,3542,323
6080,3557,35
6081,8610,92
6081,5939,93
6082,1717,136 137
6083,915,117
6083,7025,262 267
6083,3583,268 594
6086,2064,18
6086,7811,305 309
6086,8098,306
6086,5547,311
6088,1154,221
6090,4054,204
6090,3190,207
6090,3542,323
6092,2002,86
6092,6531,87
6092,4695,284
6093,3334,303
6094,3453,249
6095,1928,300
6095,1959,301
6096,2955,288
6097,1663,16
6097,7703,140
6098,1663,16
6098,7703,140
6099,9075,117
6099,7008,262
6100,8121,213
6101,5606,2
6101,3740,3
6101,2704,6
6102,1286,165
6103,5939,90
6103,6531,214
6104,6655,291
6105,704,87
6105,2416,116
6105,1284,285 443
6109,1378,300
6109,8257,301
6110,2977,117 412
6110,2533,118 258
6110,7011,262
6110,7013,267
6110,4485,268
6111,7011,267
6111,7757,268
6112,3057,136 137
6115,6031,117
6115,3001,118 590
6115,7010,262
6116,4825,77
6117,8179,140
6117,8185,274
6119,2061,117
6119,6971,255
6119,7079,262
6120,5428,2
6120,3740,3
6121,4905,165
6122,7869,300
6122,4666,301
6123,5169,303
6124,6123,300
6124,5169,301
6128,5996,249
6128,3542,323
6128,7445,324
6129,5370,2
6129,3740,3
6132,1663,16
6132,1133,140
6133,3740,3 6
6134,6324,249
6134,3542,323
6135,3131,303
6136,3141,303
6137,3301,127 131
6137,447,130
6137,1673,137 136
6138,4592,249
6138,3542,323
6139,7929,249
6140,4967,199
6140,2291,299
6141,1869,165
6142,8317,303
6144,3829,16
6144,4156,204
6146,5468,2
6146,3740,3 6
6147,5580,2
6147,3740,6 3
6148,3740,3 4
6149,307,239
6150,5435,2
6150,4965,84
6150,2121,320
6151,130,289
6152,5385,2
6152,2704,3 6
6153,3560,141
6153,8200,142
6153,5526,276
6153,8196,277 143
6154,8197,140 274
6155,6811,235
6155,6953,236
6156,742,232
6156,6953,236
6158,8177,140
6158,8173,274
6159,3066,136 137
6162,4894,165
6163,6977,300
6163,9055,301
6164,4622,236
6165,4017,204
6166,1696,136 137
6167,3740,3
6168,2192,74
6168,6600,75
6169,3740,3
6169,2704,6
6170,2704,3
6171,1697,136 137
6172,2623,117
6172,3049,118
6172,6999,262 255
6176,6487,300
6176,8262,301
6178,1240,117
6178,6985,262
6180,5622,2
6180,2704,3 6
6180,3740,4
6182,7024,257
6182,1793,258 118
6182,7152,262 267
6182,3429,268
6183,8196,140
6183,2552,274 611
6187,8178,140 274
6188,8397,236
6189,2704,3
6191,7649,141
6191,8181,142
6191,803,276
6191,8177,277
6192,3740,3
6192,8543,280
6192,1515,281
6193,3740,3 6
6194,6179,141
6194,8196,142 143
6194,3918,276
6194,8186,277
6195,2514,12 311
6196,3396,244
6197,6201,12 302
6197,6211,300
6197,8317,301
6198,5481,2
6198,3740,6 3
6199,2151,300
6199,8981,301
6200,2019,300
6200,5897,301
6203,1747,90
6204,6944,262 255
6206,3085,136 137
6207,9133,107 640
6207,8381,108
6207,6584,300
6207,8980,301
6209,7704,221
6211,8318,303
6212,4568,300
6212,6993,301
6214,8195,140
6214,8175,274
6215,6048,141
6215,6869,142
6215,458,276
6215,8192,277
6216,8200,140
6217,1663,16
6217,8314,17
6218,1256,300
6218,2153,301
6219,1957,303
6220,6157,141
